Area_Numbe,Num_Homes,Growth_Std,Growth_Mean,Sales_Price_Std,Sales_Price_Mean,Black_Percentage,Population,Male_Proportion,Female_Proportion,Hispanic_Percentage,White_Percentage,Asian_Percentage,Income_Per_Capita,Poverty_Percentage
57,469,4576.324993400327,976.0924520714854,82341.62847067368,273044.2319376191,2.0042643923240937,2983.9317697228144,0.4887249689881269,0.5112750310118731,3.4957356076759063,86.52068230277183,5.80319829424307,45305.09168443497,3.914072494669509
53,479,4320.408511174308,123.47787488977956,78035.63036978288,263498.51059398137,3.624217118997912,2620.3423799582465,0.506565780500086,0.49343421949991395,1.8757828810020878,85.93569937369516,7.018162839248432,45846.42588726513,5.039039665970771
16,262,3757.311598557883,637.0061526473042,87788.00751435666,231207.93792990642,4.0,2536.0,0.511435331230284,0.4885646687697161,1.5,85.79999999999998,7.299999999999999,45972.0,5.3
13,792,5808.7576349955,2481.3614918591034,84442.30319097161,317928.4262486193,0.4690656565656566,5553.559343434344,0.5281284025009896,0.4718715974990104,5.762878787878787,59.19520202020202,29.6965909090909,39671.881313131315,16.364772727272722
82,100,9630.494885545415,12540.809428674189,156024.36112778654,787670.4753623188,1.699999999999999,2537.0,0.5065037445802129,0.49349625541978714,10.599999999999996,78.2,4.5,43777.0,6.9
7,360,5687.688093950131,2538.5822435217665,117375.44772452406,304840.0229886402,1.6999999999999997,2537.0,0.5065037445802129,0.49349625541978714,10.599999999999998,78.20000000000002,4.5,43777.0,6.9
9,402,5792.660837229039,1438.3205104203414,95216.50069159557,233225.35700686483,2.797512437810945,3080.6567164179105,0.4964470972784765,0.5035529027215235,8.372636815920398,78.50746268656718,5.425870646766168,45769.522388059704,7.1000000000000005
14,551,4610.492384873216,1083.2476500341322,89754.89323421648,223888.98529022062,0.0,2029.0,0.4440611138491868,0.5559388861508132,5.199999999999999,84.89999999999999,6.8999999999999995,42263.0,3.6999999999999993
10,131,9801.239087236752,9997.839288693895,138894.70455505606,611374.3701894325,4.600000000000001,5249.0,0.46046866069727566,0.5395313393027243,1.7,74.89999999999998,14.0,52105.0,9.0
85,201,10623.079030611772,8532.127727199131,164558.2339457455,315529.02085000003,4.6000000000000005,5249.0,0.46046866069727566,0.5395313393027243,1.6999999999999997,74.89999999999999,14.0,52105.0,9.0
8,401,6228.079522708822,1140.7963440495002,69363.30631145497,336708.0234705095,0.8428927680798005,2462.4413965087283,0.44831225017444115,0.5516877498255588,5.68628428927681,81.72294264339152,8.5857855361596,43551.97755610973,5.223690773067332
11,520,6302.737992826522,1058.2977370395004,96037.59729824313,378671.7342861039,2.6407692307692314,3421.475,0.4539888610793703,0.5460111389206297,6.475000000000001,75.24269230769231,12.096730769230765,46414.72692307692,8.351923076923079
12,578,9153.502023559213,3977.9216544020564,106377.27551678264,344468.4733338466,4.6000000000000005,5249.0,0.46046866069727566,0.5395313393027243,1.6999999999999997,74.89999999999999,14.0,52105.0,9.0
124,320,4282.892003733512,-2974.733016946643,71463.83792193326,266568.60446875,4.6000000000000005,5249.0,0.46046866069727566,0.5395313393027243,1.6999999999999997,74.89999999999999,14.0,52105.0,9.0
94,585,8986.912838491628,3448.485974957719,98099.54117332505,306007.8638803418,4.6000000000000005,5249.0,0.46046866069727566,0.5395313393027243,1.6999999999999995,74.89999999999999,14.0,52105.0,9.0
110,556,14331.717823408875,12978.783172071835,151959.2473004138,516531.5346077753,4.396043165467626,4964.366007194245,0.4729448633471458,0.5270551366528542,3.3013489208633096,77.80377697841726,11.297841726618703,64102.775179856115,2.5013489208633093
67,595,11449.115034367489,-261.57525958955824,94822.20511232018,382531.7673664717,4.080672268907563,4747.274789915967,0.47558873671351826,0.5244112632864818,4.068067226890756,77.93915966386554,10.525378151260501,61854.77226890756,2.9576470588235297
84,145,8533.537968414128,-1416.5713806414576,68705.83013552819,249890.6592413793,4.6000000000000005,5249.0,0.46046866069727566,0.5395313393027243,1.6999999999999995,74.89999999999999,14.0,52105.0,9.0
15,154,6183.169287126425,-1326.9612862625165,56315.23382572182,226334.92798214286,12.150000000000002,6042.5,0.5018618121638395,0.49813818783616054,11.599999999999998,62.949999999999996,10.6,35710.0,13.900000000000002
42,708,5097.847046037634,-742.9422696529093,84528.80867032474,262459.0781549791,11.866666666666669,5881.28813559322,0.5001777157853885,0.4998222842146115,11.119774011299432,64.54915254237288,10.004519774011298,35795.57627118644,13.765536723163844
86,272,14422.164415376277,4337.035784897215,116737.59079014069,446147.8435889129,12.150000000000002,6042.5,0.5018618121638395,0.49813818783616054,11.599999999999998,62.94999999999999,10.6,35710.0,13.900000000000002
113,64,4438.864740887725,5766.059947546188,33908.48143663703,286139.6165625,12.150000000000002,6042.5,0.5018618121638395,0.49813818783616054,11.599999999999998,62.949999999999996,10.6,35710.0,13.900000000000002
60,19,11611.906755497848,9971.955832475036,202801.20521940626,412836.76470588235,12.15,6042.5,0.5018618121638395,0.49813818783616054,11.6,62.95000000000001,10.6,35710.0,13.9
101,273,12992.128622479642,7931.228229923585,102599.72204312921,314936.0948455563,3.9499999999999997,9200.5,0.49399489158197923,0.5060051084180207,3.0500000000000003,82.14999999999999,8.15,43870.0,3.8000000000000003
114,171,17073.999026071346,-2265.14527176486,147431.7669417729,351722.80293416657,7.482456140350878,7160.3654970760235,0.5311046636271385,0.4688953363728615,8.536257309941522,73.7970760233918,7.598830409356726,35155.30701754386,14.13216374269006
95,483,10254.119377498826,-5186.187379757189,57315.58604068738,316814.3102277433,12.138405797101454,6048.015527950311,0.5018419709902621,0.498158029009738,11.585921325051755,62.988095238095255,10.586956521739129,35719.59420289855,13.86915113871636
106,72,2482.44241546783,1065.3804195450082,38599.90275585499,363590.875,3.9562499999999994,9141.569444444445,0.49383615444102263,0.5061638455589774,3.0534722222222226,82.08958333333332,8.193750000000001,44151.243055555555,3.7819444444444446
112,385,19876.47655664914,5732.921027865567,86689.38836056454,335015.2357142857,4.399999999999999,4957.5,0.4729198184568835,0.5270801815431165,3.2999999999999994,77.79999999999998,11.3,64119.5,2.5
100,369,221.49456120706236,828.4920402233095,165638.39974211753,493325.78414634144,4.3999999999999995,4957.5,0.4729198184568835,0.5270801815431165,3.2999999999999994,77.79999999999998,11.299999999999999,64119.5,2.5
115,206,9690.3289325442,6518.266114880229,85685.72015698337,271523.490647947,3.3,9133.5,0.481578803306509,0.518421196693491,5.3999999999999995,81.0,7.450000000000001,38087.0,4.100000000000001
119,302,3028.555525404844,-1070.7607068527468,82297.76280320094,173093.5617473526,25.5,2965.0,0.4957841483979764,0.5042158516020236,9.299999999999999,49.699999999999996,10.700000000000001,22608.0,25.5
118,307,3607.6750864602714,-490.7237680003272,88336.89154005848,166736.80531899724,8.700000000000001,4533.0,0.46348996249724245,0.5365100375027576,5.3999999999999995,83.7,1.0,29308.0,12.400000000000004
50,419,3390.188736651157,-737.8220128174066,88176.30452898338,154964.1402111196,8.700000000000003,4533.0,0.46348996249724245,0.5365100375027576,5.400000000000001,83.7,1.0,29308.0,12.400000000000006
117,18,0.0,-2634.7932487913395,69746.681885939,207383.39055555555,3.2999999999999994,9133.5,0.481578803306509,0.518421196693491,5.400000000000001,81.0,7.449999999999998,38087.0,4.099999999999999
